invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label,vendor_name,vendor_category,vendor_country,vendor_payment_term,vendor_risk_rating,historical_early_payment_rate,po_payment_term,po_amount,buying_team,contract_payment_term,agreement_type,sap_due_date,sap_payment_release_date,payment_status,payment_method,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day,processor_name,team,avg_daily_volume,historical_manual_override_rate,historical_early_release_rate,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag,source_of_truth_payment_term,contractual_due_date,recommended_release_date,days_to_contractual_due_date,days_paid_early,early_payment_flag,payment_term_mismatch_flag,po_invoice_term_delta,sap_contract_due_date_delta,vendor_early_payment_rate,processor_early_release_rate,processor_manual_override_rate,month_end_flag,weekend_release_flag,high_value_invoice_flag,upr_missing_but_early_flag,sap_error_present_flag,market_risk_score,workflow_risk_signal,approval_risk_score,amount_log,amount_band,root_cause_label,invoice_month,rule_based_term,rule_based_recommended_release_date,target_adjustment_days,true_recommended_release_date,predicted_adjustment_days,override_confidence,risk_score,predicted_root_cause,rule_flags,rule_flag_count,recommended_action,status,risk_band,risk_explanation,root_cause_narrative,is_flagged
INV00001526,V00403,PO0000667,CT000403,P0002,Indonesia,BRL,2025-12-21,2025-12-21,5879.77,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR,Taylor-Clark,Facilities,Indonesia,30,Low,0.0762,30,61641.55,Corporate,30,Standard,2026-01-10,2025-12-23,Queued,ACH,2025-12-23,7,Pending,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Afternoon,Processor 002,AP Africa,158,0.1466,0.1691,0,,Not Applicable,,0,30,2026-01-20,2026-01-24,28,28,1,0,0,-10,0.0762,0.1691,0.1466,0,0,0,1,1,0.38,0.65,0.2,8.67944298470011,Low,System error,2025-12,30,2026-01-20,4,2026-01-24,4,1.0,0.835882559814725,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract,4,HOLD,Review Required,Critical,"Invoice INV00001526 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 7.6%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00001527,V00214,PO0000721,CT000214,P0073,South Africa,GBP,2026-03-14,2026-03-21,8146.14,30,High,Rejected,REPEAT_VENDOR_PATTERN,Schwartz and Sons,Facilities,South Africa,30,Low,0.502,30,11510.04,Nutrition,30,Standard,2026-04-22,2026-03-23,Queued,ACH,2026-03-22,14,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 073,AP Europe,108,0.0363,0.2674,0,,Not Applicable,,0,30,2026-04-20,2026-04-20,28,28,1,0,0,2,0.502,0.2674,0.0363,0,0,0,1,0,0.4,0.7,0.1,9.005422224402592,Low,Behavioural,2026-03,30,2026-04-20,1,2026-04-21,0,0.8333,0.46272239083854827,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,Medium,"Invoice INV00001527 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 50.2%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001528,V00019,PO0001100,CT000019,P0015,South Africa,INR,2026-01-06,2026-01-09,190986.26,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Green-Caldwell,Logistics,South Africa,60,Low,0.2671,60,35029.02,Ice Cream,60,Standard,2026-03-15,2026-02-22,Queued,Wire,2026-01-09,17,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon,Processor 015,AP Europe,104,0.1454,0.1973,1,Legal settlement,Pending,Finance Lead,1,60,2026-03-10,2026-03-08,16,16,1,0,0,5,0.2671,0.1973,0.1454,0,1,1,0,0,0.4,0.55,0.55,12.159962003233437,Very High,UPR,2026-02,60,2026-03-10,-3,2026-03-07,-2,0.8333,0.8604385642094222,UPR,Release before contractual due date; 15+ days early; SAP due date differs from contract; High-value early payment; Repeat vendor early payment pattern,5,ESCALATE,Escalated,Critical,"Invoice INV00001528 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 26.7%. Recommended action: ESCALATE.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00001530,V00400,PO0000629,CT000400,P0017,UK,EUR,2025-03-24,2025-03-24,5933.06,30,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,"Thompson, Brown and Jackson",IT Services,UK,30,Low,0.0682,30,31015.37,Ice Cream,30,Standard,2025-04-23,2025-04-18,Queued,Wire,2025-03-24,14,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning,Processor 017,AP LATAM,137,0.1925,0.01,1,Critical supply continuity,Pending,Procurement,1,30,2025-04-23,2025-04-21,5,5,1,0,0,0,0.0682,0.01,0.1925,0,0,0,0,0,0.22,0.55,0.2,8.688463912023106,Low,UPR,2025-04,30,2025-04-23,-2,2025-04-21,-2,1.0,0.8716359459840437,UPR,Release before contractual due date,1,HOLD,Review Required,Critical,"Invoice INV00001530 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 6.8%. Recommended action: HOLD.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00001532,V00118,PO0000332,CT000118,P0058,Indonesia,USD,2025-01-11,2025-01-16,68499.33,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR,"Foster, Pittman and Pratt",Facilities,Indonesia,30,Low,0.1056,30,12714.74,Foods,60,Standard,2025-03-10,2025-02-15,Queued,NEFT,2025-01-19,3,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening,Processor 058,AP Europe,151,0.5731,0.0684,0,,Not Applicable,,0,60,2025-03-17,2025-03-21,30,30,1,0,0,-7,0.1056,0.0684,0.5731,0,1,0,1,1,0.38,0.65,0.2,11.13459384175696,Very High,System error,2025-02,60,2025-03-17,6,2025-03-23,4,0.6667,0.7623070674207575,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract,4,HOLD,Review Required,High,"Invoice INV00001532 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 10.6%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00001533,V00158,PO0001001,CT000158,P0067,Germany,MXN,2025-09-08,2025-09-10,180629.22,45,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,"Weaver, Gordon and Parker",Raw Materials,Germany,45,Low,0.3646,45,168297.58,Corporate,45,Standard,2025-10-30,2025-09-12,Queued,ACH,2025-09-10,11,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 067,AP LATAM,36,0.4861,0.4544,0,,Not Applicable,,0,45,2025-10-25,2025-10-28,43,43,1,0,0,5,0.3646,0.4544,0.4861,0,0,1,1,0,0.18,0.7,0.2,12.104207237085227,Very High,System error,2025-09,45,2025-10-25,3,2025-10-28,3,1.0,0.7440225265738586,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; Manual override; High-value early payment; Repeat vendor early payment pattern,7,HOLD,Review Required,High,"Invoice INV00001533 has been flagged because it is scheduled to release 43 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 36.5%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001537,V00410,PO0000973,CT000410,P0007,Mexico,ZAR,2025-10-26,2025-11-01,11294.1,30,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Guzman-Adkins,Facilities,Mexico,30,High,0.3766,30,22323.85,Ice Cream,30,Standard,2025-12-03,2025-12-07,Queued,SEPA,2025-11-01,10,Approved,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 007,AP Africa,122,0.2455,0.0989,1,Port clearance,Pending,Plant Manager,1,30,2025-12-01,2025-12-01,-6,0,0,0,0,2,0.3766,0.0989,0.2455,0,1,0,0,0,0.36,0.0,0.2,9.332124282337901,Medium,Not applicable / on-time,2025-12,30,2025-12-01,0,2025-12-01,0,1.0,0.8321670848465894,Not applicable / on-time,Repeat vendor early payment pattern,1,HOLD,Review Required,Critical,"Invoice INV00001537 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 37.7%. Recommended action: HOLD.",No early-payment root cause is required because the invoice is not scheduled before the contractual due date.,1
INV00001538,V00344,PO0000604,CT000344,P0077,Germany,ZAR,2025-07-09,2025-07-10,40762.23,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,"Massey, Payne and Owen",Raw Materials,Germany,30,Low,0.0364,30,29554.55,Foods,30,Standard,2025-08-09,2025-08-01,Queued,Wire,2025-07-11,13,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Late Night,Processor 077,AP Africa,83,0.0449,0.201,1,Port clearance,Approved,Plant Manager,1,30,2025-08-09,2025-08-07,8,8,1,0,0,0,0.0364,0.201,0.0449,0,0,0,0,0,0.18,0.55,0.2,10.615535728554207,Very High,UPR,2025-08,30,2025-08-09,-4,2025-08-05,-2,0.6667,0.673516589738616,UPR,Release before contractual due date,1,APPROVE,Ready to Release,High,"Invoice INV00001538 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 3.6%. Recommended action: APPROVE.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00001539,V00029,PO0000620,CT000029,P0072,India,EUR,2025-12-23,2025-12-23,68191.55,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Davidson LLC,Marketing,India,30,Low,0.313,30,44066.49,Foods,30,Standard,2026-01-22,2026-01-05,Queued,Cheque,2025-12-26,23,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,30,2026-01-22,2026-01-23,17,17,1,0,0,0,0.313,0.3203,0.3462,0,0,0,1,0,0.35,0.7,0.2,11.130090600328042,Very High,Behavioural,2026-01,30,2026-01-22,1,2026-01-23,1,1.0,0.8278428949095091,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,Critical,"Invoice INV00001539 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 31.3%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001540,V00354,PO0000614,CT000354,P0074,Brazil,GBP,2025-06-18,2025-06-21,37271.57,60,Critical,Approved,CORA_SAP_SYSTEM_ERROR,"Wallace, Wong and Rice",Logistics,Brazil,60,High,0.68,60,26726.56,Ice Cream,60,Standard,2025-08-10,2025-07-30,Held,SEPA,2025-06-21,4,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening,Processor 074,AP Africa,85,0.0894,0.2956,0,,Not Applicable,,0,60,2025-08-20,2025-08-24,21,21,1,0,0,-10,0.68,0.2956,0.0894,1,0,0,1,1,0.42,0.65,0.2,10.526012946361023,High,System error,2025-07,60,2025-08-20,6,2025-08-26,4,0.6667,0.8113931873762974,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; Repeat vendor early payment pattern,5,HOLD,Review Required,Critical,"Invoice INV00001540 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 68.0%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00001546,V00032,PO0000475,CT000032,P0052,Mexico,GBP,2025-06-30,2025-07-05,4630.59,60,Low,Pending,BEHAVIOURAL_QUEUE_CLEARANCE,Rodriguez Group,Facilities,Mexico,60,Low,0.087,60,49751.31,Nutrition,30,Standard,2025-08-04,2025-08-05,Queued,NEFT,2025-07-08,20,Released,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Late Night,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,30,2025-08-04,2025-08-04,-1,0,0,0,0,0,0.087,0.4174,0.3964,0,0,0,0,0,0.36,0.0,0.55,8.440655500654692,Low,Not applicable / on-time,2025-08,30,2025-08-04,-1,2025-08-03,0,0.8333,0.8611690873233454,Not applicable / on-time,Manual override,1,HOLD,Review Required,Critical,"Invoice INV00001546 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 8.7%. Recommended action: HOLD.",No early-payment root cause is required because the invoice is not scheduled before the contractual due date.,1
INV00001547,V00189,PO0001047,CT000189,P0046,Indonesia,BRL,2025-09-01,2025-09-07,159075.06,90,Medium,Pending,CORA_SAP_SYSTEM_ERROR,Burgess-Stokes,Logistics,Indonesia,60,Medium,0.2001,60,135477.33,Ice Cream,60,Strategic,2025-11-03,2025-10-15,Queued,Wire,2025-09-09,1,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Afternoon,Processor 046,AP LATAM,170,0.1096,0.1866,0,,Not Applicable,,0,60,2025-11-06,2025-11-12,22,22,1,1,-30,-3,0.2001,0.1866,0.1096,0,0,1,1,1,0.38,0.65,0.55,11.977137731602287,Very High,System error,2025-10,60,2025-11-06,8,2025-11-14,6,0.6667,0.618836074854612,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; High-value early payment,6,HOLD,Review Required,High,"Invoice INV00001547 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.0%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00001549,V00071,PO0000490,CT000071,P0025,USA,INR,2026-02-02,2026-02-06,10002.41,60,Critical,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Welch and Sons,Raw Materials,USA,60,Medium,0.2086,60,17257.89,Beauty,60,Standard,2026-04-07,2026-04-01,Held,NEFT,2026-02-08,3,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon,Processor 025,AP LATAM,108,0.1383,0.0848,1,Legal settlement,Approved,Procurement,1,60,2026-04-07,2026-04-05,6,6,1,0,0,0,0.2086,0.0848,0.1383,0,0,0,0,0,0.25,0.55,0.55,9.210681313848896,Medium,UPR,2026-04,60,2026-04-07,-3,2026-04-04,-2,0.8333,0.7753917809693606,UPR,Release before contractual due date,1,HOLD,Review Required,High,"Invoice INV00001549 has been flagged because it is scheduled to release 6 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 20.9%. Recommended action: HOLD.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00001550,V00115,PO0001084,CT000115,P0064,USA,INR,2025-10-03,2025-10-04,17529.26,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Baker LLC,Professional Services,USA,30,High,0.2471,30,137223.69,Home Care,30,Strategic,2025-11-03,2025-10-22,Queued,Cheque,2025-10-04,18,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 064,AP Africa,75,0.3606,0.4673,0,,Not Applicable,,0,30,2025-11-03,2025-11-03,12,12,1,0,0,0,0.2471,0.4673,0.3606,0,0,0,1,0,0.25,0.7,0.2,9.771683809522347,Medium,Behavioural,2025-10,30,2025-11-03,2,2025-11-05,0,0.6667,0.8406945172331478,Behavioural,Release before contractual due date; UPR missing but paid early; Manual override,3,HOLD,Review Required,Critical,"Invoice INV00001550 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.7%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001551,V00164,PO0000875,CT000164,P0049,India,ZAR,2025-05-09,2025-05-13,7948.89,45,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Joyce-Weaver,Marketing,India,30,Low,0.299,30,51514.08,Ice Cream,30,Strategic,2025-06-12,2025-05-26,Queued,ACH,2025-05-16,15,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon,Processor 049,AP LATAM,124,0.0624,0.0576,1,Urgent production need,Approved,Business Unit,1,30,2025-06-12,2025-06-11,17,17,1,1,-15,0,0.299,0.0576,0.0624,1,0,0,0,0,0.35,0.55,0.55,8.980913371074665,Low,UPR,2025-05,30,2025-06-12,-2,2025-06-10,-1,0.8333,0.7309493753179886,UPR,Release before contractual due date; 15+ days early; PO/invoice payment term mismatch; Repeat vendor early payment pattern,4,APPROVE,Ready to Release,High,"Invoice INV00001551 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 29.9%. Recommended action: APPROVE.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
