audit_id,invoice_id,action_taken,triggered_by,timestamp,root_cause,recommendation,risk_score,final_status,comments
AUD00000688,INV00001330,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:42,Behavioural,DEFER until 2025-08-14 00:00:00,0.5688,Open,"Invoice INV00001330 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.9%. Recommended action: DEFER."
AUD00000689,INV00001333,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:43,System error,HOLD until 2026-01-28 00:00:00,0.6067,Open,"Invoice INV00001333 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.5%. Recommended action: HOLD."
AUD00000690,INV00001336,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:44,Insufficient audit trail,HOLD until 2025-08-18 00:00:00,0.375,Open,"Invoice INV00001336 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 52.7%. Recommended action: HOLD."
AUD00000691,INV00001337,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:45,UPR,HOLD until 2025-09-25 00:00:00,0.8078,Open,"Invoice INV00001337 has been flagged because it is scheduled to release 6 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 33.5%. Recommended action: HOLD."
AUD00000692,INV00001338,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:46,Insufficient audit trail,HOLD until 2025-03-09 00:00:00,0.4922,Open,"Invoice INV00001338 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 35.6%. Recommended action: HOLD."
AUD00000693,INV00001339,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:47,Not applicable / on-time,DEFER until 2025-12-13 00:00:00,0.7504,Open,"Invoice INV00001339 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 24.9%. Recommended action: DEFER."
AUD00000694,INV00001342,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:48,Insufficient audit trail,HOLD until 2025-09-22 00:00:00,0.3457,Open,"Invoice INV00001342 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 6.1%. Recommended action: HOLD."
AUD00000695,INV00001343,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:49,Not applicable / on-time,DEFER until 2026-05-28 00:00:00,0.5242,Open,"Invoice INV00001343 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.4%. Recommended action: DEFER."
AUD00000696,INV00001345,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:50,UPR,HOLD until 2025-09-12 00:00:00,0.7733,Open,"Invoice INV00001345 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 13.8%. Recommended action: HOLD."
AUD00000697,INV00001346,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:26:51,Not applicable / on-time,APPROVE until 2025-10-19 00:00:00,0.6894,Closed,"Invoice INV00001346 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 41.8%. Recommended action: APPROVE."
AUD00000698,INV00001347,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:52,Behavioural,DEFER until 2025-07-01 00:00:00,0.7777,Open,"Invoice INV00001347 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 56.9%. Recommended action: DEFER."
AUD00000699,INV00001348,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:26:53,UPR,APPROVE until 2025-12-07 00:00:00,0.7465,Closed,"Invoice INV00001348 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 31.3%. Recommended action: APPROVE."
AUD00000700,INV00001350,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:54,System error,DEFER until 2026-02-23 00:00:00,0.6851,Open,"Invoice INV00001350 has been flagged because it is scheduled to release 3 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 6.7%. Recommended action: DEFER."
AUD00000701,INV00001354,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:55,Insufficient audit trail,DEFER until 2026-01-24 00:00:00,0.5008,Open,"Invoice INV00001354 has been flagged because it is scheduled to release 7 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 33.5%. Recommended action: DEFER."
AUD00000702,INV00001358,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:26:56,UPR,APPROVE until 2026-04-19 00:00:00,0.7467,Closed,"Invoice INV00001358 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 1.0%. Recommended action: APPROVE."
AUD00000703,INV00001359,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:57,System error,HOLD until 2026-05-06 00:00:00,0.7014,Open,"Invoice INV00001359 has been flagged because it is scheduled to release 36 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 34.6%. Recommended action: HOLD."
AUD00000704,INV00001361,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:58,Behavioural,HOLD until 2025-10-09 00:00:00,0.8869,Open,"Invoice INV00001361 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 37.6%. Recommended action: HOLD."
AUD00000705,INV00001363,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:59,System error,HOLD until 2026-04-17 00:00:00,0.5718,Open,"Invoice INV00001363 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 6.8%. Recommended action: HOLD."
AUD00000706,INV00001364,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:00,System error,HOLD until 2026-01-13 00:00:00,0.7001,Open,"Invoice INV00001364 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 33.8%. Recommended action: HOLD."
AUD00000707,INV00001366,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:01,System error,HOLD until 2025-08-17 00:00:00,0.8192,Open,"Invoice INV00001366 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 7.8%. Recommended action: HOLD."
AUD00000708,INV00001368,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:27:02,Insufficient audit trail,DEFER until 2025-04-10 00:00:00,0.6541,Open,"Invoice INV00001368 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 5.5%. Recommended action: DEFER."
AUD00000709,INV00001371,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:27:03,Insufficient audit trail,DEFER until 2025-10-13 00:00:00,0.2482,Open,"Invoice INV00001371 has been flagged because it is scheduled to release 3 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.0%. Recommended action: DEFER."
AUD00000710,INV00001372,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:04,System error,HOLD until 2026-01-01 00:00:00,0.7981,Open,"Invoice INV00001372 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 13.3%. Recommended action: HOLD."
AUD00000711,INV00001373,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:05,Behavioural,HOLD until 2026-03-11 00:00:00,0.7228,Open,"Invoice INV00001373 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.8%. Recommended action: HOLD."
AUD00000712,INV00001375,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:06,UPR,HOLD until 2025-10-27 00:00:00,0.7835,Open,"Invoice INV00001375 has been flagged because it is scheduled to release 4 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 6.7%. Recommended action: HOLD."
AUD00000713,INV00001377,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:07,System error,HOLD until 2026-02-27 00:00:00,0.8082,Open,"Invoice INV00001377 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 28.1%. Recommended action: HOLD."
AUD00000714,INV00001380,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:27:08,System error,DEFER until 2025-11-16 00:00:00,0.5979,Open,"Invoice INV00001380 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 26.0%. Recommended action: DEFER."
AUD00000715,INV00001381,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:09,System error,HOLD until 2026-01-18 00:00:00,0.818,Open,"Invoice INV00001381 has been flagged because it is scheduled to release 35 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 27.4%. Recommended action: HOLD."
AUD00000716,INV00001382,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:10,System error,HOLD until 2026-03-16 00:00:00,0.7003,Open,"Invoice INV00001382 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 29.5%. Recommended action: HOLD."
AUD00000717,INV00001383,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:11,System error,HOLD until 2025-09-21 00:00:00,0.6007,Open,"Invoice INV00001383 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.0%. Recommended action: HOLD."
AUD00000718,INV00001384,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:12,Behavioural,HOLD until 2025-09-15 00:00:00,0.7223,Open,"Invoice INV00001384 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 26.1%. Recommended action: HOLD."
AUD00000719,INV00001387,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:13,Behavioural,HOLD until 2026-03-24 00:00:00,0.6382,Open,"Invoice INV00001387 has been flagged because it is scheduled to release 44 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 6.7%. Recommended action: HOLD."
AUD00000720,INV00001389,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:27:14,System error,HOLD until 2025-11-26 00:00:00,0.8161,Open,"Invoice INV00001389 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 18.5%. Recommended action: HOLD."
