invoice_id,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day
INV00001227,2025-05-27,13,Held,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00001228,2025-06-09,24,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001229,2025-07-26,22,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001230,2025-08-12,17,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001231,2025-02-13,2,Approved,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Morning
INV00001232,2025-04-04,6,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00001233,2026-01-02,5,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001234,2025-02-04,17,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001235,2025-07-31,0,Held,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Morning
INV00001236,2026-02-04,5,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001237,2025-02-14,9,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001238,2026-03-06,0,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001239,2025-08-11,2,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001240,2025-07-16,26,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001241,2025-11-25,0,Pending,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Morning
INV00001242,2025-12-25,3,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001243,2025-08-07,15,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001244,2025-02-13,6,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001245,2026-03-26,13,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001246,2025-01-08,5,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001247,2026-02-08,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001248,2025-07-21,9,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00001249,2025-08-25,1,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001250,2025-12-24,13,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001251,2026-03-05,9,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001252,2025-03-15,5,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001253,2026-01-16,8,Pending,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,1,CORA_SYNC_ERR,Morning
INV00001254,2025-11-01,9,Pending,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Morning
INV00001255,2025-06-20,29,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001256,2025-07-15,24,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001257,2025-12-24,2,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001258,2025-03-07,13,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001259,2025-08-19,12,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00001260,2025-11-28,6,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Evening
INV00001261,2025-09-07,12,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001262,2025-08-01,2,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
INV00001263,2025-08-30,15,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00001264,2025-09-01,2,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001265,2026-01-08,15,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001266,2026-01-17,5,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001267,2026-02-27,7,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00001268,2025-02-07,15,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001269,2025-05-27,13,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001270,2026-02-03,11,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001271,2025-10-23,7,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Late Night
INV00001272,2025-06-28,13,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Evening
INV00001273,2025-10-14,16,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00001274,2025-08-01,7,Pending,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Afternoon
INV00001275,2026-02-19,12,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001276,2025-09-14,16,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00001277,2025-07-28,0,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001278,2025-10-14,5,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001279,2025-04-07,3,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001280,2025-12-21,10,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00001281,2025-04-11,16,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001282,2025-01-18,17,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00001283,2025-01-31,10,Pending,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Afternoon
INV00001284,2025-02-05,22,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001285,2025-02-16,13,Pending,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,SAP_BLOCK_MISS,Afternoon
INV00001286,2025-01-30,13,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001287,2025-05-28,15,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00001288,2026-03-17,14,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00001289,2025-02-20,10,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001290,2025-11-08,10,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001291,2026-02-09,16,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001292,2026-01-08,2,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00001293,2025-06-20,16,Pending,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Evening
INV00001294,2025-01-29,12,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001295,2025-06-23,23,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001296,2025-10-02,30,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001297,2025-12-15,12,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Morning
INV00001298,2025-03-16,9,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00001299,2025-05-20,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001300,2025-10-10,5,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001301,2025-11-30,11,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00001302,2025-05-28,6,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001303,2026-01-16,14,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001304,2026-01-05,13,Approved,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00001305,2025-06-19,13,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001306,2025-09-05,23,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001307,2025-08-11,1,Pending,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Morning
INV00001308,2025-11-08,5,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
